		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 24.398438	M = 12500	N = 8	m = 9	n = 100000
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
000110011   24   27   29   26   22   24   22   24  1.800109 0.986539 SUCCESS  23
000110101   23   24   22   20   27   22   30   23  3.095604 0.928215 SUCCESS  24
000110111   25   29   18   32   17   25   24   26  7.544770 0.479151 SUCCESS  25
000111001   33   26   24   31   22   21   34   29 10.632244 0.223420 SUCCESS  26
000111011   35   23   30   19   18   24   19   27 10.671301 0.221028 SUCCESS  27
000111101   22   14   15   22   33   16   33   29 18.965245 0.015047 SUCCESS  28
000111111   21   22   26   28   25   27   27   29  2.877150 0.941829 SUCCESS  29
001000011   23   27   17   30   26   22   35   33 12.266672 0.139696 SUCCESS  30
001000101   21   27   25   22   28   26   21   22  2.426342 0.965077 SUCCESS  31
001000111   35   20   23   18   25   28   25   16 10.967205 0.203564 SUCCESS  32
001001011   17   33   28   28   14   29   27   28 12.867088 0.116505 SUCCESS  33
001001101   22   21   28   19   27   22   30   25  4.392422 0.820097 SUCCESS  34
001001111   28   30   26   29   25   31   19   27  6.267811 0.617261 SUCCESS  35
001010011   36   24   26   20   26   23   25   26  6.952960 0.541716 SUCCESS  36
001010101   22   19   27   30   20   25   34   26  7.943944 0.438965 SUCCESS  37
001010111   22   28   20   18   24   24   18   29  5.992427 0.648080 SUCCESS  38
001011011   27   17   29   24   22   26   20   17  7.000623 0.536566 SUCCESS  39
001011101   19   32   34   21   27   25   24   27  8.673445 0.370588 SUCCESS  40
001011111   15   24   18   27   28   26   19   23  7.746012 0.458666 SUCCESS  41
001100101   20   19   26   17   23   45   22   16 25.778341 0.001146 FAILURE  42
001100111   29   32   25   25   30   27   26   26  5.209305 0.734989 SUCCESS  43
001101011   23   24   21   21   35   20   26   19  7.992930 0.434161 SUCCESS  44
001101101   30   24   20   22   29   24   17   25  5.637606 0.687751 SUCCESS  45
001101111   17   22   20   36   20   23   31   25 11.848963 0.158071 SUCCESS  46
001110101   28   31   29   28   21   20   22   13 10.899684 0.207448 SUCCESS  47
001110111   37   28   34   15   22   22   16   23 18.483986 0.017877 SUCCESS  48
001111011   26   17   18   28   31   15   30   26 11.738412 0.163262 SUCCESS  49
001111101   17   36   21   26   28   14   28   13 19.803974 0.011104 SUCCESS  50
001111111   24   25   15   23   26   28   31   31  8.198144 0.414358 SUCCESS  51
010000011   19   22   28   38   13   21   26   21 16.457666 0.036279 SUCCESS  52
010000111   25   24   17   29   25   28   33   21  7.426938 0.491346 SUCCESS  53
010001011   20   19   30   25   25   22   25   29  4.570495 0.802340 SUCCESS  54
010001111   20   18   17   19   27   27   17   20  9.819995 0.277888 SUCCESS  55
010010011   22   15   23   25   29   25   22   19  6.475011 0.594181 SUCCESS  56
010010111   14   36   21   23   19   29   27   29 14.171188 0.077411 SUCCESS  57
010011011   27   24   24   20   28   19   26   35  7.774477 0.455804 SUCCESS  58
010011111   27   35   20   27   31   28   22   26  8.903152 0.350532 SUCCESS  59
010100011   23   27   20   30   17   25   22   20  5.916300 0.656607 SUCCESS  60
010100111   32   41   25   29   25   22   28   25 15.861222 0.044410 SUCCESS  61
010101011   22   24   35   31   19   24   28   27  8.936251 0.347702 SUCCESS  62
010101111   30   21   24   27   24   26   23   29  3.207478 0.920670 SUCCESS  63
010110011   24   22   25   19   23   27   32   17  6.637196 0.576233 SUCCESS  64
010110111   25   28   27   22   29   19   21   18  5.450928 0.708471 SUCCESS  65
010111011   25   31   27   16   26   22   26   26  5.706452 0.680075 SUCCESS  66
010111111   25   20   24   18   20   23   23   28  4.111081 0.846965 SUCCESS  67
011000111   24   29   13   25   19   25   21   30  9.492315 0.302480 SUCCESS  68
011001111   24   24   27   22   32   19   31   23  6.155936 0.629770 SUCCESS  69
011010111   28   26   20   23   31   24   32   24  5.868637 0.661944 SUCCESS  70
011011111   22   22   19   29   29   14   22   23  8.423879 0.393196 SUCCESS  71
011101111   29   25   24   15   21   26   33   24  8.400710 0.395338 SUCCESS  72
011111111   27   26   14   21   32   24   24   26  8.035959 0.429965 SUCCESS  73
100000000   26   24   26   25   32   22   21   18  5.155023 0.740886 SUCCESS  74
100010000   23   26   21   34   18   27   29   25  7.520277 0.481674 SUCCESS  75
100100000   27   23   25   23   26   24   29   18  3.214760 0.920166 SUCCESS  76
100101000   27   18   27   24   22   23   35   22  7.646715 0.468718 SUCCESS  77
100110000   20   29   31   19   18   16   21   24 10.016603 0.263863 SUCCESS  78
100111000   30   22   26   30   25   23   24   29  4.013108 0.855939 SUCCESS  79
101000000   32   24   34   32   24   22   22   18 11.037375 0.199590 SUCCESS  80
101000100   15   26   24   28   17   26   27   29  8.018747 0.431641 SUCCESS  81
101001000   22   29   29   21   26   29   22   22  4.020389 0.855279 SUCCESS  82
101001100   25   24   26   25   18   27   22   25  2.426342 0.965077 SUCCESS  83
101010000   29   27   31   34   24   24   26   32  9.506216 0.301406 SUCCESS  84
101010100   24   31   21   29   19   26   32   26  7.139638 0.521645 SUCCESS  85
101011000   11   19   21   21   30   20   22   27 12.498365 0.130315 SUCCESS  86
101011100   19   31   24   16   30   26   19   19  9.983504 0.266186 SUCCESS  87
101100000   18   23   25   16   30   18   17   17 12.522858 0.129355 SUCCESS  88
101100100   20   18   22   32   23   30   25   20  7.493136 0.484477 SUCCESS  89
101101000   20   20   24   23   18   30   21   24  5.288743 0.726316 SUCCESS  90
101101100   25   18   23   15   22   22   18   26  7.905549 0.442750 SUCCESS  91
101110000   27   28   26   27   19   25   26   27  2.877150 0.941829 SUCCESS  92
101110100   22   22   36   24   25   24   23   24  6.308192 0.612752 SUCCESS  93
101111000   26   21   19   33   22   20   25   25  6.061273 0.640368 SUCCESS  94
101111100   31   24   15   35   32   24   22   30 14.385007 0.072266 SUCCESS  95
110000000   24   25   21   28   30   14   28   26  7.629503 0.470472 SUCCESS  96
110000010   32   23   24   24   17   23   19   22  6.424700 0.599771 SUCCESS  97
110000100   30   26   16   20   20   15   16   28 13.345699 0.100496 SUCCESS  98
110001000   26   25   19   23   27   17   29   19  6.179106 0.627177 SUCCESS  99
110001010   23   24   22   27   21   25   19   24  2.366102 0.967683 SUCCESS 100
110010000   29   23   21   26   28   24   35   22  7.139638 0.521645 SUCCESS 101
110010010   15   23   24   28   30   18   37   32 16.621175 0.034305 SUCCESS 102
110010100   29   24   23   18   24   27   25   19  4.264660 0.832490 SUCCESS 103
110011000   18   22   27   28   23   16   24   18  7.626855 0.470742 SUCCESS 104
110011010   33   29   23   24   16   28   22   27  8.189538 0.415178 SUCCESS 105
110100000   25   17   27   32   27   25   18   19  8.340470 0.400938 SUCCESS 106
110100010   15   29   27   30   25   23   23   32  8.884617 0.352123 SUCCESS 107
110100100   27   28   33   22   20   28   17   24  7.909521 0.442358 SUCCESS 108
110101000   34   24   29   27   19   27   24   23  6.707365 0.568509 SUCCESS 109
110101010   24   36   29   30   18   25   26   27 10.080815 0.259400 SUCCESS 110
110101100   16   19   24   21   32   19   25   20  9.236790 0.322716 SUCCESS 111
110110000   22   21   25   20   30   20   16   20  7.524911 0.481196 SUCCESS 112
110110010   26   21   22   22   29   20   25   25  2.832798 0.944408 SUCCESS 113
110110100   25   21   25   26   24   28   19   29  3.316705 0.912940 SUCCESS 114
110111000   35   27   20   29   26   21   31   31 11.055911 0.198551 SUCCESS 115
110111010   18   24   30   17   24   24   24   25  5.425111 0.711322 SUCCESS 116
110111100   22   21   21   23   23   23   22   24  1.721334 0.988396 SUCCESS 117
111000000   30   19   25   35   19   17   31   23 12.824059 0.118048 SUCCESS 118
111000010   26   25   24   21   22   24   18   26  2.713641 0.951024 SUCCESS 119
111000100   22   35   22   25   26   23   26   21  6.053991 0.641184 SUCCESS 120
111000110   26   21   21   21   24   28   22   23  2.459441 0.963595 SUCCESS 121
111001000   26   27   26   25   27   22   32   29  4.395070 0.819837 SUCCESS 122
111001010   27   27   18   29   23   28   24   33  6.978777 0.538924 SUCCESS 123
111001100   27   24   24   34   22   25   26   17  6.892720 0.548251 SUCCESS 124
111010000   25   21   20   29   24   21   24   18  4.458620 0.813559 SUCCESS 125
111010010   26   24   37   24   16   26   19   22 11.425296 0.178746 SUCCESS 126
111010100   22   32   27   21   26   21   26   23  4.257378 0.833187 SUCCESS 127
111010110   21   23   25   24   28   21   23   21  2.205241 0.974064 SUCCESS 128
111011000   23   29   26   21   21   15   16   24  8.804517 0.359054 SUCCESS 129
111011010   26   22   29   22   22   31   25   24  3.605328 0.890863 SUCCESS 130
111011100   36   24   23   22   25   18   30   28  9.664429 0.289373 SUCCESS 131
111100000   32   15   20   20   18   21   28   28 11.152560 0.193204 SUCCESS 132
111100010   22   26   24   28   29   27   26   28  2.750712 0.949015 SUCCESS 133
111100100   21   24   22   25   31   23   30   25  4.028995 0.854498 SUCCESS 134
111100110   31   15   21   30   22   21   27   19  9.661781 0.289571 SUCCESS 135
111101000   18   25   21   32   25   22   22   23  5.272855 0.728055 SUCCESS 136
111101010   22   32   24   24   27   27   27   24  3.572229 0.893512 SUCCESS 137
111101100   23   27   23   21   26   19   27   17  4.890893 0.769171 SUCCESS 138
111101110   15   23   19   22   25   24   39   22 14.602137 0.067359 SUCCESS 139
111110000   35   19   19   20   19   26   24   29 10.297944 0.244734 SUCCESS 140
111110010   16   29   23   27   32   23   21   28  7.824787 0.450770 SUCCESS 141
111110100   20   24   15   36   25   24   23   26 10.484622 0.232644 SUCCESS 142
111110110   21   24   29   26   34   28   25   19  7.207160 0.514456 SUCCESS 143
111111000   29   22   24   18   23   26   27   32  5.808397 0.668684 SUCCESS 144
111111010   22   22   18   31   26   22   23   32  6.951636 0.541860 SUCCESS 145
111111100   27   22   21   18   27   17   28   28  6.459123 0.595945 SUCCESS 146
111111110   27   26   14   21   32   24   24   26  8.035959 0.429965 SUCCESS 147

		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 24.398438	M = 12500	N = 8	m = 9	n = 100000
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
-------------------------------------------------------------------------------------
000000001   25   21   32   24   31   33   20   20  9.579696 0.295773 SUCCESS   0
000000011   25   22   33   20   30   35   26   24 10.419748 0.236792 SUCCESS   1
000000101   32   21   29   26   20   21   36   27 11.241265 0.188400 SUCCESS   2
000000111   27   22   33   24   25   35   19   19 10.918219 0.206376 SUCCESS   3
000001001   21   18   32   23   21   30   24   30  7.909521 0.442358 SUCCESS   4
000001011   17   21   36   25   33   19   30   22 14.468417 0.070344 SUCCESS   5
000001101   29   28   17   13   34   19   25   27 14.712687 0.064979 SUCCESS   6
000001111   25   15   33   23   25   31   21   23  9.408905 0.308983 SUCCESS   7
000010001   23   22   22   20   13   22   23   21  7.710265 0.462272 SUCCESS   8
000010011   31   24   25   21   23   28   19   26  4.333506 0.825850 SUCCESS   9
000010101   20   21   32   26   22   20   17   25  7.263429 0.508496 SUCCESS  10
000010111   20   22   25   19   21   23   27   24  3.179013 0.922626 SUCCESS  11
000011001   17   20   25   20   22   34   32   25 10.586567 0.226243 SUCCESS  12
000011011   28   20   20   19   36   23   25   28  9.773656 0.281273 SUCCESS  13
000011101   27   21   23   30   23   31   15   28  8.409316 0.394541 SUCCESS  14
000011111   23   21   29   17   25   25   35   29  9.477751 0.303608 SUCCESS  15
000100011   21   27   20   23   19   17   19   27  6.753704 0.563424 SUCCESS  16
000100101   26   26   28   33   23   22   29   24  5.131854 0.743395 SUCCESS  17
000100111   25   21   26   15   26   26   19   29  6.704718 0.568800 SUCCESS  18
000101001   28   16   21   31   25   23   38   29 14.706729 0.065105 SUCCESS  19
000101011   26   29   23   21   22   26   19   31  5.011373 0.756360 SUCCESS  20
000101101   25   20   29   20   31   28   26   22  5.299996 0.725083 SUCCESS  21
000101111   30   19   26   20   29   27   35   32 11.886033 0.156362 SUCCESS  22
000110011   26   17   26   23   19   29   26   31  6.706042 0.568655 SUCCESS  23
000110101   25   31   20   16   24   27   27   18  7.984325 0.435003 SUCCESS  24
000110111   31   21   21   21   28   21   32   21  7.290570 0.505631 SUCCESS  25
000111001   23   31   17   33   25   28   23   20  8.850194 0.355091 SUCCESS  26
000111011   29   23   27   30   25   32   22   26  5.411871 0.712783 SUCCESS  27
000111101   27   19   32   24   21   23   24   17  6.874184 0.550266 SUCCESS  28
000111111   24   23   20   24   21   31   20   26  4.179927 0.840536 SUCCESS  29
001000011   26   22   24   24   24   29   28   33  4.953781 0.762504 SUCCESS  30
001000101   22   28   23   24   23   34   31   22  6.961566 0.540785 SUCCESS  31
001000111   22   27   23   28   27   26   23   23  1.723982 0.988336 SUCCESS  32
001001011   21   25   27   38   27   18   21   34 15.045663 0.058264 SUCCESS  33
001001101   31   34   29   18   29   20   31   20 12.766467 0.120141 SUCCESS  34
001001111   25   28   20   15   27   29   25   25  6.341291 0.609060 SUCCESS  35
001010011   36   17   21   27   25   27   33   26 12.342800 0.136552 SUCCESS  36
001010101   16   28   21   25   31   27   17   17 10.813626 0.212485 SUCCESS  37
001010111   20   31   20   23   26   27   23   22  4.290477 0.830011 SUCCESS  38
001011011   18   24   30   23   29   25   28   22  4.859118 0.772522 SUCCESS  39
001011101   16   35   21   27   29   23   20   29 11.222730 0.189396 SUCCESS  40
001011111   33   23   27   30   26   26   18   31  8.631741 0.374307 SUCCESS  41
001100101   31   24   26   23   24   22   24   21  2.791093 0.946776 SUCCESS  42
001100111   25   20   29   24   19   30   36   36 15.707643 0.046761 SUCCESS  43
001101011   24   29   20   24   17   31   28   15 10.187393 0.252119 SUCCESS  44
001101101   26   26   18   24   33   18   20   30  8.976632 0.344271 SUCCESS  45
001101111   35   20   25   23   24   28   34   19 11.376309 0.181275 SUCCESS  46
001110101   23   23   29   22   14   21   25   25  6.407489 0.601686 SUCCESS  47
001110111   28   21   23   24   30   28   30   28  4.886259 0.769661 SUCCESS  48
001111011   28   20   22   25   19   26   26   25  3.095604 0.928215 SUCCESS  49
001111101   24   26   30   18   32   20   25   25  6.477659 0.593887 SUCCESS  50
001111111   29   28   23   19   21   32   18   30  8.765461 0.362466 SUCCESS  51
010000011   26   17   21   22   27   19   20   22  5.745509 0.675714 SUCCESS  52
010000111   29   26   24   26   20   28   30   26  3.928374 0.863527 SUCCESS  53
010001011   30   25   21   26   24   30   20   29  4.995486 0.758059 SUCCESS  54
010001111   24   24   25   26   21   19   20   28  3.230648 0.919060 SUCCESS  55
010010011   24   30   23   27   20   18   31   26  6.214853 0.623179 SUCCESS  56
010010111   23   31   27   29   21   26   24   32  6.165866 0.628658 SUCCESS  57
010011011   33   26   27   24   21   23   30   25  5.453576 0.708178 SUCCESS  58
010011111   31   32   17   18   29   23   25   25  9.358595 0.312954 SUCCESS  59
010100011   19   16   31   22   28   24   24   30  8.205426 0.413665 SUCCESS  60
010100111   24   28   21   18   32   23   29   26  6.316797 0.611792 SUCCESS  61
010101011   15   33   20   28   26   29   16   16 15.228369 0.054854 SUCCESS  62
010101111   16   30   19   28   26   20   20   19  9.084535 0.335215 SUCCESS  63
010110011   19   20   28   27   24   22   21   21  4.119686 0.846167 SUCCESS  64
010110111   26   25   20   23   31   30   23   24  4.291801 0.829883 SUCCESS  65
010111011   21   36   32   37   21   24   21   24 16.359693 0.037512 SUCCESS  66
010111111   28   26   25   39   27   27   25   28 10.844739 0.210653 SUCCESS  67
011000111   32   21   28   27   27   26   18   18  7.638109 0.469594 SUCCESS  68
011001111   23   25   27   22   25   33   20   33  7.732772 0.460000 SUCCESS  69
011010111   24   31   30   27   24   26   27   21  4.360647 0.823208 SUCCESS  70
011011111   30   25   23   20   28   22   35   27  8.088917 0.424833 SUCCESS  71
011101111   19   31   27   17   30   24   23   24  7.112497 0.524545 SUCCESS  72
011111111   29   28   14   25   28   24   27   22  7.129709 0.522705 SUCCESS  73
100000000   25   21   32   24   31   33   20   20  9.579696 0.295773 SUCCESS  74
100010000   24   17   16   22   25   26   32   26  8.238525 0.410524 SUCCESS  75
100100000   25   20   33   32   21   25   23   18  8.739643 0.364733 SUCCESS  76
100101000   27   19   31   21   22   22   34   21  8.739643 0.364733 SUCCESS  77
100110000   23   28   20   33   12   23   20   23 12.084627 0.147468 SUCCESS  78
100111000   26    9   29   19   21   14   22   21 18.089446 0.020566 SUCCESS  79
101000000   31   17   17   27   28   25   29   19  9.467821 0.304379 SUCCESS  80
101000100   18   24   24   22   26   18   26   24  3.950220 0.861587 SUCCESS  81
101001000   18   19   22   25   25   20   25   25  4.093869 0.848556 SUCCESS  82
101001100   23   19   26   26   20   23   31   14  8.864758 0.353833 SUCCESS  83
101010000   31   22   25   19   24   24   19   20  5.407899 0.713221 SUCCESS  84
101010100   20   28   26   23   27   22   19   27  3.612610 0.890276 SUCCESS  85
101011000   27   26   23   23   26   22   25   21  1.418147 0.993985 SUCCESS  86
101011100   15   28   19   24   30   31   23   24  8.798560 0.359573 SUCCESS  87
101100000   24   23   27   27   24   17   24   30  4.324900 0.826685 SUCCESS  88
101100100   39   24   25   24   21   34   31   26 15.411738 0.051617 SUCCESS  89
101101000   30   27   27   27   30   23   24   28  4.158081 0.842586 SUCCESS  90
101101100   26   28   24   18   19   24   29   26  4.646622 0.794591 SUCCESS  91
101110000   24   24   23   22   21   40   26   28 11.799976 0.160354 SUCCESS  92
101110100   31   21   23   21   26   21   22   28  4.299083 0.829181 SUCCESS  93
101111000   18   25   30   22   31   30   21   26  7.096610 0.526246 SUCCESS  94
101111100   24   19   24   25   19   29   17   29  6.611378 0.579082 SUCCESS  95
110000000   29   18   36   20   27   34   28   18 15.630191 0.047990 SUCCESS  96
110000010   23   16   25   24   22   23   22   38 11.501423 0.174873 SUCCESS  97
110000100   25   33   23   28   19   22   23   29  6.240670 0.620293 SUCCESS  98
110001000   22   21   16   30   23   29   29   25  6.943030 0.542792 SUCCESS  99
110001010   24   22   18   28   25   22   20   32  6.061273 0.640368 SUCCESS 100
110010000   33   18   31   34   27   29   20   18 14.359190 0.072870 SUCCESS 101
110010010   24   26   24   24   35   27   27   27  5.750805 0.675122 SUCCESS 102
110010100   31   17   25   21   15   25   35   24 13.196091 0.105278 SUCCESS 103
110011000   22   24   18   32   17   21   13   27 13.032582 0.110733 SUCCESS 104
110011010   21   27   22   23   24   24   24   23  1.205651 0.996586 SUCCESS 105
110100000   22   22   18   28   36   17   24   27 11.086362 0.196854 SUCCESS 106
110100010   24   27   25   30   27   23   26   29  3.013518 0.933506 SUCCESS 107
110100100   26   28   25   21   21   21   18   20  4.695609 0.789559 SUCCESS 108
110101000   23   17   23   17   22   23   14   30 11.040685 0.199405 SUCCESS 109
110101010   18   33   25   26   22   24   18   26  7.086680 0.527310 SUCCESS 110
110101100   22   19   23   24   17   31   23   13 11.320703 0.184181 SUCCESS 111
110110000   22   18   16   22   20   18   24   21  8.260370 0.408459 SUCCESS 112
110110010   30   35   29   25   15   25   23   25 10.859303 0.209799 SUCCESS 113
110110100   29   21   25   31   30   26   25   22  4.945175 0.763419 SUCCESS 114
110111000   26   26   18   22   18   38   36   35 22.232116 0.004504 FAILURE 115
110111010   31   19   24   28   23   21   25   23  4.307689 0.828351 SUCCESS 116
110111100   12   17   24   21   28   24   31   22 11.974077 0.152364 SUCCESS 117
111000000   21   25   41   18   21   40   24   27 25.011107 0.001548 FAILURE 118
111000010   21   19   23   17   19   25   26   25  5.499914 0.703049 SUCCESS 119
111000100   25   30   24   22   27   23   28   25  2.529611 0.960336 SUCCESS 120
111000110   37   23   17   30   24   24   32   32 15.368709 0.052360 SUCCESS 121
111001000   25   29   27   30   34   26   27   22  7.073440 0.528730 SUCCESS 122
111001010   27   12   17   21   24   25   37   17 18.676622 0.016688 SUCCESS 123
111001100   28   27   22   29   20   23   19   23  4.197138 0.838913 SUCCESS 124
111010000   26   22   17   24   31   16   23   25  7.610968 0.472364 SUCCESS 125
111010010   18   30   29   21   25   19   23   23  5.865989 0.662240 SUCCESS 126
111010100   17   23   31   23   20   29   26   31  8.002860 0.433191 SUCCESS 127
111010110   22   26   22   25   17   27   24   22  3.467636 0.901687 SUCCESS 128
111011000   23   18   25   17   29   22   24   20  6.118865 0.633919 SUCCESS 129
111011010   20   22   28   34   20   22   25   26  6.706042 0.568655 SUCCESS 130
111011100   22   32   24   25   14   37   34   32 20.376586 0.009001 FAILURE 131
111100000   23   18   39   21   27   35   24   32 18.842779 0.015723 SUCCESS 132
111100010   25   31   23   32   29   28   22   30  7.412374 0.492863 SUCCESS 133
111100100   24   24   32   27   39   22   29   22 13.165640 0.106276 SUCCESS 134
111100110   27   19   19   26   21   23   19   20  5.491309 0.704003 SUCCESS 135
111101000   26   34   21   25   34   13   23   22 14.255921 0.075334 SUCCESS 136
111101010   22   31   24   27   23   34   21   25  6.876832 0.549978 SUCCESS 137
111101100   29   24   22   19   23   25   25   21  2.985053 0.935292 SUCCESS 138
111101110   20   24   24   24   15   31   27   24  6.721929 0.566910 SUCCESS 139
111110000   27   26   34   17   22   32   32   29 12.657240 0.124200 SUCCESS 140
111110010   29   15   22   27   32   26   34   25 11.647721 0.167627 SUCCESS 141
111110100   23   35   23   18   31   17   21   22 11.560339 0.171925 SUCCESS 142
111110110   32   23   26   21   28   28   25   25  4.258702 0.833061 SUCCESS 143
111111000   36   30   34   24   27   28   30   27 13.396671 0.098911 SUCCESS 144
111111010   20   28   20   28   21   26   18   33  8.205426 0.413665 SUCCESS 145
111111100   33   20   20   24   29   24   29   26  6.690154 0.570401 SUCCESS 146
111111110   29   28   14   25   28   24   27   22  7.129709 0.522705 SUCCESS 147

		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 24.398438	M = 12500	N = 8	m = 9	n = 100000
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
-------------------------------------------------------------------------------------
000000001   18   22   25   29   19   24   25   28  4.696933 0.789423 SUCCESS   0
000000011   19   18   25   25   19   21   22   26  5.076247 0.749397 SUCCESS   1
000000101   24   22   22   26   20   20   19   16  6.465081 0.595283 SUCCESS   2
000000111   23   23   16   29   25   24   30   30  6.731859 0.565820 SUCCESS   3
000001001   29   29   28   28   19   27   23   30  5.826932 0.666611 SUCCESS   4
000001011   20   20   20   25   21   23   23   19  4.363957 0.822884 SUCCESS   5
000001101   27   22   29   22   20   23   20   31  5.239756 0.731670 SUCCESS   6
000001111   22   35   25   26   26   27   29   23  6.504800 0.590875 SUCCESS   7
000010001   27   17   22   24   26   21   26   28  4.112405 0.846842 SUCCESS   8
000010011   25   28   29   27   16   26   22   26  5.198052 0.736214 SUCCESS   9
000010101   33   24   25   32   26   24   20   20  7.359416 0.498397 SUCCESS  10
000010111   19   21   35   24   18   19   18   16 14.184427 0.077083 SUCCESS  11
000011001   22   15   24   20   21   25   31   19  8.398062 0.395583 SUCCESS  12
000011011   22   21   22   21   29   23   22   28  3.239253 0.918458 SUCCESS  13
000011101   25   18   22   18   27   25   20   24  4.856470 0.772801 SUCCESS  14
000011111   17   32   21   29   28   29   33   21 11.224054 0.189324 SUCCESS  15
000100011   20   25   31   25   32   18   21   26  7.477248 0.486121 SUCCESS  16
000100101   26   21   15   19   22   22   28   25  6.627266 0.577328 SUCCESS  17
000100111   29   18   26   20   19   27   28   27  5.917624 0.656459 SUCCESS  18
000101001   28   24   21   23   23   27   16   18  6.220810 0.622513 SUCCESS  19
000101011   27   31   21   24   25   21   21   19  4.857794 0.772662 SUCCESS  20
000101101   19   25   24   26   23   20   26   30  3.705949 0.882632 SUCCESS  21
000101111   26   29   40   24   29   15   26   19 17.307648 0.027060 SUCCESS  22
000110011   27   17   18   27   20   27   23   22  6.059949 0.640517 SUCCESS  23
000110101   22   19   32   32   23   22   21   22  7.434219 0.490588 SUCCESS  24
000110111   21   26   31   32   26   18   26   18  8.578782 0.379064 SUCCESS  25
000111001   26   16   26   21   24   26   23   34  7.798970 0.453350 SUCCESS  26
000111011   24   26   17   20   28   27   25   21  4.594988 0.799856 SUCCESS  27
000111101   18   26   19   29   30   26   19   21  7.136990 0.521927 SUCCESS  28
000111111   16   31   22   19   29   28   33   20 11.713919 0.164432 SUCCESS  29
001000011   20   16   25   25   25   26   28   20  5.331771 0.721598 SUCCESS  30
001000101   28   29   30   22   19   26   27   29  5.546915 0.697837 SUCCESS  31
001000111   22   29   26   21   31   21   25   24  4.096517 0.848312 SUCCESS  32
001001011   29   18   26   25   13   24   27   20  9.373158 0.311801 SUCCESS  33
001001101   28   28   28   26   19   20   25   29  4.724074 0.786619 SUCCESS  34
001001111   21   27   24   24   18   29   33   17  8.874687 0.352977 SUCCESS  35
001010011   21   27   23   19   28   23   19   17  6.279727 0.615930 SUCCESS  36
001010101   34   21   16   28   24   28   27   26  8.884617 0.352123 SUCCESS  37
001010111   25   27   24   26   34   25   31   20  7.004594 0.536137 SUCCESS  38
001011011   26   25   26   27   26   17   21   24  3.443143 0.903557 SUCCESS  39
001011101   22   22   27   25   15   19   24   21  6.262515 0.617852 SUCCESS  40
001011111   23   30   26   19   21   26   23   23  3.519271 0.897689 SUCCESS  41
001100101   33   27   30   20   22   21   35   24 11.071798 0.197664 SUCCESS  42
001100111   27   19   29   24   22   37   17   20 12.535436 0.128865 SUCCESS  43
001101011   28   30   21   32   25   18   25   30  7.910845 0.442227 SUCCESS  44
001101101   26   25   23   23   20   20   24   27  2.222452 0.973421 SUCCESS  45
001101111   30   20   25   33   31   19   18   27 10.401213 0.237987 SUCCESS  46
001110101   20   20   27   29   20   27   26   25  4.053488 0.852266 SUCCESS  47
001110111   25   30   15   17   24   26   22   27  8.051846 0.428422 SUCCESS  48
001111011   17   27   22   24   24   28   20   20  5.051754 0.752031 SUCCESS  49
001111101   26   31   22   30   25   31   23   18  7.207160 0.514456 SUCCESS  50
001111111   19   25   21   20   31   33   28   18  9.823966 0.277599 SUCCESS  51
010000011   30   28   21   24   23   32   25   24  4.927964 0.765247 SUCCESS  52
010000111   17   18   32   22   25   28   23   19  8.627769 0.374663 SUCCESS  53
010001011   27   24   34   25   22   18   29   30  8.419245 0.393624 SUCCESS  54
010001111   17   26   20   24   29   32   22   18  8.577458 0.379184 SUCCESS  55
010010011   26   27   34   16   23   28   28   23  8.554289 0.381277 SUCCESS  56
010010111   29   27   28   21   10   24   29   26 12.018429 0.150383 SUCCESS  57
010011011   29   26   23   22   22   19   24   25  2.832798 0.944408 SUCCESS  58
010011111   18   26   20   23   23   21   25   17  5.652170 0.686129 SUCCESS  59
010100011   33   24   21   34   26   34   27   26 11.946274 0.153617 SUCCESS  60
010100111   22   28   22   13   32   18   18   27 12.745283 0.120919 SUCCESS  61
010101011   27   21   26   28   27   28   22   20  3.333916 0.911690 SUCCESS  62
010101111   21   32   22   25   29   19   28   19  7.112497 0.524545 SUCCESS  63
010110011   30   21   20   24   19   21   25   38 12.222319 0.141557 SUCCESS  64
010110111   25   22   21   24   27   20   25   27  2.163536 0.975583 SUCCESS  65
010111011   19   24   30   28   18   12   21   20 12.676437 0.123478 SUCCESS  66
010111111   18   33   18   25   27   24   26   20  7.840675 0.449186 SUCCESS  67
011000111   28   29   17   29   28   29   26   37 12.945863 0.113726 SUCCESS  68
011001111   23   24   22   26   24   31   14   22  7.119779 0.523766 SUCCESS  69
