		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 24.398438	M = 12500	N = 8	m = 9	n = 100000
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
010011011   19   23   26   30   28   23   22   23  3.714555 0.881916 SUCCESS  58
010011111   30   16   20   24   21   35   22   28 11.188307 0.191256 SUCCESS  59
010100011   28   26   25   22   30   26   26   26  2.572640 0.958258 SUCCESS  60
010100111   27   29   28   22   25   30   19   35  9.318214 0.316167 SUCCESS  61
010101011   25   23   24   29   31   24   35   29  8.513908 0.384944 SUCCESS  62
010101111   31   20   30   29   30   19   25   21  7.961155 0.437274 SUCCESS  63
010110011   24   23   20   23   24   25   25   25  1.044790 0.997949 SUCCESS  64
010110111   24   20   16   16   20   24   26   32 10.186069 0.252208 SUCCESS  65
010111011   35   28   25   21   23   20   28   22  7.511671 0.482562 SUCCESS  66
010111111   29   22   34   27   19   26   34   21 11.071798 0.197664 SUCCESS  67
011000111   19   18   20   27   28   27   27   12 11.711271 0.164559 SUCCESS  68
011001111   26   35   22   19   25   21   22   24  7.103891 0.525466 SUCCESS  69
011010111   25   23   27   22   23   25   32   31  5.021303 0.755297 SUCCESS  70
011011111   21   26   21   17   27   31   20   20  7.178695 0.517481 SUCCESS  71
011101111   35   34   22   18   18   25   27   34 16.588076 0.034696 SUCCESS  72
011111111   35   23   22   27   24   18   30   20  9.265255 0.320416 SUCCESS  73
100000000   21   24   23   22   24   19   29   24  2.967842 0.936359 SUCCESS  74
100010000   17   32   30   28   19   18   14   28 14.745786 0.064281 SUCCESS  75
100100000   21   16   23   34   23   16   19   24 11.778793 0.161350 SUCCESS  76
100101000   21   21   22   15   25   38   26   26 13.035230 0.110643 SUCCESS  77
100110000   27   26   18   29   32   24   24   27  5.775298 0.672385 SUCCESS  78
100111000   21   23   20   22   25   21   37   26  8.976632 0.344271 SUCCESS  79
101000000   23   22   30   17   26   15   30   21  9.644570 0.290864 SUCCESS  80
101000100   27   17   26   33   12   19   18   24 15.337596 0.052904 SUCCESS  81
101001000   28   23   37   26   28   19   20   29 10.969853 0.203413 SUCCESS  82
101001100   22   27   29   17   21   23   20   31  6.984735 0.538281 SUCCESS  83
101010000   26   24   26   22   23   25   17   16  5.873271 0.661425 SUCCESS  84
101010100   26   26   17   28   35   22   21   30  9.910024 0.271398 SUCCESS  85
101011000   22   28   13   26   32   25   26   24  8.985238 0.343543 SUCCESS  86
101011100   30   16   32   24   25   19   38   27 16.147197 0.040321 SUCCESS  87
101100000   18   29   22   25   25   36   22   18 10.586567 0.226243 SUCCESS  88
101100100   23   17   21   26   25   24   21   17  5.830242 0.666241 SUCCESS  89
101101000   28   20   27   35   34   18   19   20 14.112272 0.078886 SUCCESS  90
101101100   16   26   18   20   27   29   22   17  9.397651 0.309868 SUCCESS  91
101110000   26   26   25   20   20   24   28   17  4.747243 0.784218 SUCCESS  92
101110100   21   21   27   18   25   20   27   23  4.204420 0.838225 SUCCESS  93
101111000   22   26   29   25   28   27   27   36  8.090241 0.424705 SUCCESS  94
101111100   21   30   25   28   19   22   24   30  5.198052 0.736214 SUCCESS  95
110000000   24   24   21   25   19   19   30   18  6.051344 0.641481 SUCCESS  96
110000010   23   23   23   28   24   22   25   23  1.146735 0.997141 SUCCESS  97
110000100   22   29   21   22   31   27   22   28  4.800202 0.778702 SUCCESS  98
110001000   17   34   26   38   19   28   23   26 16.147197 0.040321 SUCCESS  99
110001010   33   24   22   22   28   17   31   32 10.791781 0.213779 SUCCESS 100
110010000   26   28   25   30   24   19   15   23  7.069468 0.529156 SUCCESS 101
110010010   29   23   23   20   21   26   28   14  7.610968 0.472364 SUCCESS 102
110010100   17   23   25   11   22   33   23   25 13.499278 0.095787 SUCCESS 103
110011000   28   21   19   29   35   24   24   27  8.232567 0.411088 SUCCESS 104
110011010   33   26   30   22   21   22   24   18  7.290570 0.505631 SUCCESS 105
110100000   37   23   26   29   26   20   25   17 11.079080 0.197259 SUCCESS 106
110100010   30   18   21   27   22   25   20   26  5.027261 0.754659 SUCCESS 107
110100100   22   19   30   21   25   19   20   21  5.856059 0.663352 SUCCESS 108
110101000   27   21   36   23   21   32   20   25 10.333691 0.242382 SUCCESS 109
110101010   24   24   21   25   37   24   24   33 10.393931 0.238458 SUCCESS 110
110101100   24   28   16   25   28   28   19   21  6.382995 0.604413 SUCCESS 111
110110000   22   20   27   20   19   39   21   24 12.933285 0.114166 SUCCESS 112
110110010   17   21   19   18   23   17   21   19  9.903404 0.271871 SUCCESS 113
110110100   27   24   27   30   35   19   17   26 10.333691 0.242382 SUCCESS 114
110111000   24   23   19   25   15   29   21   21  6.957594 0.541215 SUCCESS 115
110111010   21   31   32   29   26   22   24   30  7.369345 0.497357 SUCCESS 116
110111100   19   26   27   25   25   27   16   36 10.638202 0.223054 SUCCESS 117
111000000   23   22   20   27   23   21   31   17  6.170500 0.628140 SUCCESS 118
111000010   24   22   27   20   25   28   24   33  5.063008 0.750821 SUCCESS 119
111000100   22   26   31   31   21   28   30   26  6.522011 0.588967 SUCCESS 120
111000110   24   28   25   26   18   21   21   21  3.882698 0.867549 SUCCESS 121
111001000   21   19   21   17   24   25   20   26  5.482703 0.704956 SUCCESS 122
111001010   26   21   33   19   19   29   26   19  8.442415 0.391488 SUCCESS 123
111001100   31   30   22   32   27   20   29   23  7.953873 0.437989 SUCCESS 124
111010000   28   23   23   26   24   18   31   13  9.915982 0.270973 SUCCESS 125
111010010   21   22   28   30   28   31   24   25  5.029909 0.754375 SUCCESS 126
111010100   23   20   24   28   25   34   22   25  5.638930 0.687604 SUCCESS 127
111010110   25   27   30   24   26   26   24   19  3.096928 0.928128 SUCCESS 128
111011000   19   20   27   18   26   29   28   23  5.713734 0.679262 SUCCESS 129
111011010   19   20   24   27   34   21   26   24  6.858297 0.551996 SUCCESS 130
111011100   32   29   17   28   17   34   26   23 12.630099 0.125226 SUCCESS 131
111100000   22   18   24   29   29   27   31   26  6.020892 0.644892 SUCCESS 132
111100010   31   30   28   33   35   21   29   35 17.769710 0.023021 SUCCESS 133
111100100   19   25   27   16   21   27   17   23  7.702983 0.463008 SUCCESS 134
111100110   29   25   26   19   24   26   20   25  3.206154 0.920762 SUCCESS 135
111101000   31   26   20   25   22   25   27   21  3.825105 0.872548 SUCCESS 136
111101010   21   20   25   26   29   26   27   18  4.459944 0.813427 SUCCESS 137
111101100   19   24   33   23   22   26   20   24  5.637606 0.687751 SUCCESS 138
111101110   34   25   25   30   23   28   26   27  6.293628 0.614378 SUCCESS 139
111110000   23   20   22   25   26   32   28   31  6.114232 0.634438 SUCCESS 140
111110010   28   25   37   16   24   27   21   20 11.883386 0.156483 SUCCESS 141
111110100   35   22   24   32   20   25   25   28  8.860124 0.354233 SUCCESS 142
111110110   23   28   27   20   26   25   27   24  2.156254 0.975843 SUCCESS 143
111111000   29   20   19   24   25   24   35   28  8.291483 0.405528 SUCCESS 144
111111010   28   14   19   30   26   34   26   20 12.637381 0.124950 SUCCESS 145
111111100   25   25   27   17   24   20   29   29  5.256968 0.729791 SUCCESS 146
111111110   35   23   22   27   24   18   30   20  9.265255 0.320416 SUCCESS 147

		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 24.398438	M = 12500	N = 8	m = 9	n = 100000
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
-------------------------------------------------------------------------------------
000000001   17   29   32   32   21   28   13   35 19.417378 0.012780 SUCCESS   0
000000011   21   27   24   23   21   24   20   25  2.196635 0.974382 SUCCESS   1
000000101   21   27   22   33   25   36   22   32 12.563901 0.127761 SUCCESS   2
000000111   28   26   18   27   22   22   18   32  7.349486 0.499437 SUCCESS   3
000001001   17   16   21   20   26   23   23   31  8.736996 0.364966 SUCCESS   4
000001011   17   25   29   28   25   34   29   37 15.327004 0.053090 SUCCESS   5
000001101   18   20   22   19   25   22   27   15  8.320610 0.402795 SUCCESS   6
000001111   24   34   21   21   25   21   24   21  5.891806 0.659350 SUCCESS   7
000010001   25   31   20   23   23   29   25   32  6.207571 0.623993 SUCCESS   8
000010011   25   17   25   18   22   27   30   28  6.493546 0.592124 SUCCESS   9
000010101   34   20   22   30   23   26   21   18  8.713826 0.367009 SUCCESS  10
000010111   30   21   23   33   16   30   24   30 10.689836 0.219900 SUCCESS  11
000011001   21   22   26   21   27   30   21   21  3.925726 0.863762 SUCCESS  12
000011011   21   18   21   19   28   20   24   21  5.813031 0.668166 SUCCESS  13
000011101   39   30   19   23   29   34   17   22 19.045345 0.014619 SUCCESS  14
000011111   23   29   22   24   26   18   16   26  6.170500 0.628140 SUCCESS  15
000100011   24   26   25   26   26   37   18   35 13.572096 0.093623 SUCCESS  16
000100101   19   18   27   23   28   28   24   20  5.264250 0.728995 SUCCESS  17
000100111   23   28   29   23   23   25   23   27  2.080127 0.978456 SUCCESS  18
000101001   28   22   25   23   17   22   20   33  7.408402 0.493277 SUCCESS  19
000101011   32   14   21   25   25   20   22   26  8.721108 0.366366 SUCCESS  20
000101101   17   26   23   15   26   29   28   21  8.297441 0.404968 SUCCESS  21
000101111   24   25   20   26   20   21   30   26  3.697343 0.883346 SUCCESS  22
000110011   20   27   26   25   26   22   21   16  5.060360 0.751106 SUCCESS  23
000110101   24   27   33   25   21   36   23   31 11.564311 0.171727 SUCCESS  24
000110111   22   31   27   21   23   19   27   25  4.485761 0.810856 SUCCESS  25
000111001   26   22   22   28   35   23   33   28  9.674359 0.288629 SUCCESS  26
000111011   30   31   21   23   32   35   27   19 12.479167 0.131071 SUCCESS  27
000111101   18   21   26   30   28   26   24   20  5.146417 0.741818 SUCCESS  28
000111111   25   25   24   24   22   19   23   19  2.840080 0.943989 SUCCESS  29
001000011   26   22   25   23   26   27   26   23  1.037509 0.998000 SUCCESS  30
001000101   20   27   25   19   27   21   32   25  5.595901 0.692393 SUCCESS  31
001000111   20   22   20   32   26   37   31   20 13.833578 0.086208 SUCCESS  32
001001011   23   18   23   20   28   28   26   21  4.416915 0.817687 SUCCESS  33
001001101   28   25   24   24   25   26   25   20  1.537303 0.992071 SUCCESS  34
001001111   15   32   24   29   28   24   27   23  8.020071 0.431512 SUCCESS  35
001010011   27   31   28   22   16   23   23   30  7.409726 0.493139 SUCCESS  36
001010101   27   23   27   24   27   19   28   25  2.749388 0.949087 SUCCESS  37
001010111   26   25   16   26   30   20   19   23  6.687506 0.570693 SUCCESS  38
001011011   21   31   21   22   24   32   23   15  9.348665 0.313742 SUCCESS  39
001011101   31   21   23   28   24   21   25   26  3.588117 0.892244 SUCCESS  40
001011111   27   16   20   20   22   21   27   27  6.220810 0.622513 SUCCESS  41
001100101   27   23   33   23   30   20   27   23  6.105626 0.635401 SUCCESS  42
001100111   24   18   26   20   24   21   28   19  4.949809 0.762927 SUCCESS  43
001101011   22   19   31   26   27   32   27   29  7.352134 0.499160 SUCCESS  44
001101101   28   17   26   21   18   26   24   25  5.331771 0.721598 SUCCESS  45
001101111   24   31   31   19   28   16   21   18 10.695794 0.219539 SUCCESS  46
001110101   31   19   24   25   24   27   23   25  3.494778 0.899595 SUCCESS  47
001110111   32   27   19   19   21   33   25   16 11.831751 0.158870 SUCCESS  48
001111011   24   25   19   22   15   25   29   17  8.474190 0.388571 SUCCESS  49
001111101   22   29   23   23   14   21   26   27  6.772240 0.561394 SUCCESS  50
001111111   24   24   23   21   26   16   33   20  7.636785 0.469729 SUCCESS  51
010000011   22   27   19   28   19   22   24   16  6.788127 0.559655 SUCCESS  52
010000111   21   19   25   24   30   25   20   23  3.993248 0.857732 SUCCESS  53
010001011   24   28   19   17   27   21   34   14 13.372840 0.099649 SUCCESS  54
010001111   23   19   20   28   28   35   34   17 14.222822 0.076139 SUCCESS  55
010010011   21   23   23   25   26   23   22   21  1.594896 0.991018 SUCCESS  56
010010111   26   18   20   25   20   21   32   25  6.450517 0.596901 SUCCESS  57
010011011   31   26   31   20   20   27   25   22  5.986469 0.648748 SUCCESS  58
010011111   18   22   23   28   22   19   29   21  5.475421 0.705762 SUCCESS  59
010100011   18   31   31   24   22   29   29   20  8.291483 0.405528 SUCCESS  60
010100111   28   31   28   29   21   26   16   31  9.275185 0.319616 SUCCESS  61
010101011   28   25   28   20   30   17   28   23  6.214853 0.623179 SUCCESS  62
010101111   30   27   18   29   25   17   21   24  7.078074 0.528233 SUCCESS  63
010110011   27   16   27   19   18   31   22   28  9.170592 0.328110 SUCCESS  64
010110111   27   22   24   18   31   27   29   26  5.410547 0.712929 SUCCESS  65
010111011   33   21   25   29   30   21   28   40 17.216957 0.027928 SUCCESS  66
010111111   24   25   15   18   22   23   24   30  7.161484 0.519314 SUCCESS  67
011000111   24   23   16   26   23   24   22   36  9.222227 0.323898 SUCCESS  68
011001111   26   27   24   22   29   22   30   23  3.198873 0.921264 SUCCESS  69
011010111   21   24   28   29   33   22   22   31  7.411050 0.493001 SUCCESS  70
011011111   25   30   29   28   28   20   25   22  4.419563 0.817426 SUCCESS  71
011101111   23   28   19   22   29   30   28   20  5.706452 0.680075 SUCCESS  72
011111111   19   29   27   25   24   21   34   16  9.823966 0.277599 SUCCESS  73
100000000   17   29   32   32   21   28   13   35 19.417378 0.012780 SUCCESS  74
100010000   15   17   29   34   24   22   18   32 15.297215 0.053618 SUCCESS  75
100100000   19   26   28   20   26   26   24   19  4.171321 0.841345 SUCCESS  76
100101000   15   25   34   23   18   27   28   32 12.765143 0.120190 SUCCESS  77
100110000   22   18   19   19   14   27   25   23  9.413539 0.308619 SUCCESS  78
100111000   20   18   13   25   22   32   17   23 13.167626 0.106211 SUCCESS  79
101000000   15   29   26   29   26   22   22   26  6.349896 0.608101 SUCCESS  80
101000100   24   26   28   29   22   26   13   33 10.553468 0.228306 SUCCESS  81
101001000   33   23   26   26   20   19   26   10 14.381035 0.072359 SUCCESS  82
101001100   18   16   25   19   17   25   28   24  8.863434 0.353947 SUCCESS  83
101010000   25   27   26   27   21   25   29   31  3.945586 0.861999 SUCCESS  84
101010100   31   28   23   28   23   27   31   25  5.259616 0.729502 SUCCESS  85
101011000   29   19   33   32   31   25   30   28 11.455085 0.177222 SUCCESS  86
101011100   22   19   28   15   36   15   23   25 15.313103 0.053336 SUCCESS  87
101100000   28   14   25   32   17   24   26   25 10.043744 0.261969 SUCCESS  88
101100100   29   31   29   24   30   19   23   21  6.783493 0.560162 SUCCESS  89
101101000   22   24   25   19   27   27   21   29  3.460355 0.902245 SUCCESS  90
101101100   20   24   17   30   29   23   28   22  6.247952 0.619479 SUCCESS  91
101110000   19   27   21   15   26   31   18   35 14.204287 0.076594 SUCCESS  92
101110100   30   16   21   19   13   25   22   16 14.793449 0.063288 SUCCESS  93
101111000   30   18   30   24   23   26   26   23  4.782990 0.780499 SUCCESS  94
101111100   32   33   26   25   28   25   22   21  7.004594 0.536137 SUCCESS  95
110000000   19   19   21   28   21   33   19   32 10.814950 0.212406 SUCCESS  96
110000010   20   17   24   20   21   20   34   31 11.026122 0.200223 SUCCESS  97
110000100   31   18   25   20   29   35   22   19 11.553058 0.172287 SUCCESS  98
110001000   21   15   33   30   28   27   22   22 10.019250 0.263677 SUCCESS  99
110001010   28   20   22   20   22   17   23   25  5.093459 0.747542 SUCCESS 100
110010000   23   30   24   19   27   24   30   31  6.122837 0.633474 SUCCESS 101
110010010   23   25   26   24   26   26   28   24  0.987198 0.998328 SUCCESS 102
110010100   24   29   23   30   19   28   29   29  5.894454 0.659053 SUCCESS 103
110011000   29   25   31   25   19   24   26   23  4.207068 0.837974 SUCCESS 104
110011010   24   23   29   29   26   27   21   21  3.257789 0.917154 SUCCESS 105
110100000   20   27   19   27   21   19   22   28  5.145093 0.741962 SUCCESS 106
110100010   24   29   21   24   22   28   19   25  3.443143 0.903557 SUCCESS 107
110100100   22   29   26   25   25   19   22   13  8.263018 0.408209 SUCCESS 108
110101000   22   26   31   27   20   25   23   27  3.690062 0.883949 SUCCESS 109
110101010   32   30   24   24   26   25   31   23  5.844144 0.664685 SUCCESS 110
110101100   31   20   26   26   24   29   27   30  5.403265 0.713732 SUCCESS 111
110110000   27   12   22   21   22   33   29   19 13.042512 0.110395 SUCCESS 112
110110010   25   34   25   22   27   13   26   23 10.162900 0.253778 SUCCESS 113
110110100   22   20   25   20   28   27   22   33  6.112908 0.634586 SUCCESS 114
110111000   24   29   21   22   22   31   20   30  5.875919 0.661129 SUCCESS 115
110111010   37   27   27   20   12   19   29   19 18.000079 0.021226 SUCCESS 116
110111100   23   17   24   23   25   27   26   18  4.636693 0.795607 SUCCESS 117
111000000   25   23   18   24   30   31   28   34  9.470469 0.304174 SUCCESS 118
111000010   28   19   22   16   21   34   23   19 10.728893 0.217539 SUCCESS 119
111000100   19   30   28   27   33   35   19   22 12.775072 0.119827 SUCCESS 120
111000110   29   30   23   22   19   29   22   25  4.943851 0.763560 SUCCESS 121
111001000   17   24   23   24   22   22   35   29  8.561571 0.380619 SUCCESS 122
111001010   21   31   20   26   28   24   20   20  5.459534 0.707519 SUCCESS 123
111001100   37   24   29   21   26   21   27   24  9.012379 0.341253 SUCCESS 124
111010000   21   14   23   28   20   22   20   24  7.592432 0.474259 SUCCESS 125
111010010   25   19   30   24   20   24   26   11 11.126743 0.194621 SUCCESS 126
111010100   22   25   24   34   16   22   21   23  7.975719 0.435846 SUCCESS 127
111010110   31   19   21   32   25   20   25   30  8.198144 0.414358 SUCCESS 128
111011000   30   19   26   22   28   24   24   18  5.213939 0.734484 SUCCESS 129
111011010   25   26   24   22   35   21   27   35 10.673948 0.220867 SUCCESS 130
111011100   27   35   18   26   23   26   22   24  7.333598 0.501104 SUCCESS 131
111100000   28   26   24   14   30   22   34   32 13.172922 0.106037 SUCCESS 132
111100010   22   33   28   22   28   29   26   26  5.835538 0.665648 SUCCESS 133
111100100   14   27   23   25   27   28   27   21  6.578279 0.582739 SUCCESS 134
111100110   32   23   24   28   25   21   23   24  3.681456 0.884660 SUCCESS 135
111101000   19   15   22   29   23   26   23   18  8.126650 0.421197 SUCCESS 136
111101010   30   24   22   32   29   20   22   24  5.995075 0.647784 SUCCESS 137
111101100   23   34   33   20   16   20   26   22 12.103163 0.146660 SUCCESS 138
111101110   16   31   13   25   19   20   22   20 13.472137 0.096605 SUCCESS 139
111110000   31   27   17   18   31   25   31   24  9.901418 0.272013 SUCCESS 140
111110010   25   26   30   24   33   25   20   22  5.673353 0.683768 SUCCESS 141
111110100   14   17   16   30   22   18   23   16 16.267016 0.038714 SUCCESS 142
111110110   23   38   27   21   22   17   28   25 11.824469 0.159209 SUCCESS 143
111111000   27   34   20   13   30   27   27   22 12.663198 0.123975 SUCCESS 144
111111010   19   18   18   30   21   13   24   21 12.522858 0.129355 SUCCESS 145
111111100   29   33   19   21   30   22   30   19  9.892812 0.272630 SUCCESS 146
111111110   19   29   27   25   24   21   34   16  9.823966 0.277599 SUCCESS 147

		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 24.398438	M = 12500	N = 8	m = 9	n = 100000
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
-------------------------------------------------------------------------------------
000000001   31   28   32   29   20   29   20   21  8.766785 0.362350 SUCCESS   0
000000011   26   25   25   28   20   24   20   18  4.069376 0.850810 SUCCESS   1
000000101   27   19   26   25   31   28   24   24  4.054812 0.852145 SUCCESS   2
000000111   26   26   29   31   20   30   22   18  7.088004 0.527168 SUCCESS   3
000001001   26   22   22   24   24   22   30   21  2.671937 0.953231 SUCCESS   4
000001011   26   25   24   29   35   25   24   23  5.894454 0.659053 SUCCESS   5
000001101   20   21   18   23   20   16   16   23 10.005349 0.264651 SUCCESS   6
000001111   26   29   26   21   26   24   20   31  4.385140 0.820811 SUCCESS   7
000010001   29   20   15   28   18   14   27   34 16.516582 0.035556 SUCCESS   8
000010011   22   23   26   25   23   27   23   23  0.985874 0.998336 SUCCESS   9
000010101   31   26   18   15   27   25   31   25  9.595583 0.294565 SUCCESS  10
000010111   25   19   22   25   38   25   22   24  9.612795 0.293261 SUCCESS  11
000011001   20   25   24   22   21   20   26   26  2.611696 0.956319 SUCCESS  12
000011011   27   28   26   25   13   23   12   22 13.303994 0.101809 SUCCESS  13
000011101   33   14   32   37   23   28   21   18 19.747706 0.011334 SUCCESS  14
000011111   21   31   22   24   25   19   19   35  9.832572 0.276974 SUCCESS  15
000100011   24   19   20   27   25   26   25   37  9.214945 0.324489 SUCCESS  16
000100101   30   23   21   34   31   22   21   21  8.876011 0.352863 SUCCESS  17
000100111   23   25   28   32   23   29   24   21  4.571819 0.802206 SUCCESS  18
000101001   24   20   26   23   32   24   27   21  4.248773 0.834010 SUCCESS  19
000101011   23   19   21   15   28   23   36   24 11.890667 0.156149 SUCCESS  20
000101101   18   30   22   29   30   28   22   30  7.656645 0.467708 SUCCESS  21
000101111   15   23   27   23   28   29   27   28  6.477659 0.593887 SUCCESS  22
000110011   23   22   19   30   23   23   24   17  5.382082 0.716066 SUCCESS  23
000110101   17   31   33   21   30   20   22   21 10.671301 0.221028 SUCCESS  24
000110111   24   30   20   18   15   23   19   26  9.058718 0.337367 SUCCESS  25
000111001   30   28   25   25   20   23   28   17  5.680635 0.682955 SUCCESS  26
000111011   19   18   24   32   20   24   23   29  7.230330 0.511998 SUCCESS  27
000111101   29   27   20   22   22   22   26   26  2.951954 0.937336 SUCCESS  28
000111111   24   37   22   19   25   19   29   23 10.442917 0.235304 SUCCESS  29
001000011   28   28   32   31   14   20   21   20 12.103163 0.146660 SUCCESS  30
001000101   18   22   28   19   22   26   35   30 10.205929 0.250869 SUCCESS  31
001000111   22   26   26   25   26   23   26   29  1.673671 0.989435 SUCCESS  32
001001011   32   29   22   31   33   22   23   18 10.630920 0.223501 SUCCESS  33
001001101   27   34   21   16   26   26   23   21  8.459626 0.389907 SUCCESS  34
001001111   22   26   13   26   24   28   18   23  8.339146 0.401062 SUCCESS  35
001010011   32   28   31   24   37   26   22   18 13.665435 0.090913 SUCCESS  36
001010101   19   19   28   22   25   25   25   30  4.638017 0.795471 SUCCESS  37
001010111   27   19   24   22   30   12   24   23  9.703486 0.286457 SUCCESS  38
001011011   22   22   33   31   30   28   21   26  7.945268 0.438835 SUCCESS  39
001011101   35   23   23   19   29   26   22   32  9.859713 0.275011 SUCCESS  40
001011111   23   24   31   20   30   28   34   28  9.089831 0.334775 SUCCESS  41
